Landslide_ID,Latitude,Longitude,State,District,Date_Occurred,Landslide_Type,Area_sqm,Casualties,Damage_Level,Trigger,Validation_Status
LS_00379,20.438398,74.502006,Meghalaya,Lahaul Spiti,2020-09-03,Rock slide,2834.591875362745,0,Low,Heavy Rainfall,Satellite Identified
LS_00380,8.680615,75.837838,Uttarakhand,Kullu,2000-03-08,Topple,2693.592113318849,0,Medium,Heavy Rainfall,Satellite Identified
LS_00381,14.139663,76.400784,Sikkim,Rudraprayag,2010-10-26,Debris slide,1215.0777348314862,0,Medium,Heavy Rainfall,Field Verified
LS_00382,16.471317,75.692987,Karnataka,Wayanad,2004-01-04,Complex landslide,1896.2634533008838,0,Low,Heavy Rainfall,Field Verified
LS_00383,19.572795,73.437048,Assam,Tehri Garhwal,2000-01-12,Rock slide,2292.636575941695,0,Low,Heavy Rainfall,Field Verified
LS_00384,18.861243,72.073467,Karnataka,Pithoragarh,2022-10-26,Complex landslide,2382.8782782735357,0,Low,Heavy Rainfall,Satellite Identified
LS_00385,14.40724,74.021449,Karnataka,Udupi,2022-08-31,Debris slide,3785.098187566613,0,Low,Heavy Rainfall,Report Based
LS_00386,31.633226,88.228388,Assam,Wayanad,2002-05-04,Earth slide,1868.842898449402,0,Medium,Heavy Rainfall,Report Based
LS_00387,9.632153,72.084738,Kerala,Udupi,2004-06-21,Complex landslide,7351.8204197989135,0,Low,Heavy Rainfall,Field Verified
LS_00388,30.05316,90.235979,Uttarakhand,Uttarkashi,2000-01-13,Earth slide,3648.64637786035,0,Low,Heavy Rainfall,Field Verified
LS_00389,16.403964,76.870972,Meghalaya,Uttarkashi,2021-04-18,Earth flow,9388.574993123457,0,Medium,Earthquake,Satellite Identified
LS_00390,13.953945,73.990026,Jammu & Kashmir,Kozhikode,2012-04-15,Debris flow,1804.244849911565,0,Low,Heavy Rainfall,Satellite Identified
LS_00391,17.716777,74.369049,Sikkim,Hassan,2020-10-03,Topple,297.9244503124204,2,High,Earthquake,Report Based
LS_00392,15.07827,76.813842,Uttarakhand,Wayanad,2019-04-21,Earth slide,393.0792672458491,0,Low,Heavy Rainfall,Field Verified
LS_00393,32.356895,90.407759,Arunachal Pradesh,Kullu,2016-09-07,Rock fall,4317.286613479134,0,Medium,Heavy Rainfall,Satellite Identified
LS_00394,16.763694,73.299525,Arunachal Pradesh,Dakshina Kannada,2009-11-29,Rock slide,2117.067672469814,1,Low,Heavy Rainfall,Satellite Identified
LS_00395,32.954049,75.306268,Jammu & Kashmir,Chikmagalur,2019-07-21,Complex landslide,796.7553170232788,0,Medium,Heavy Rainfall,Field Verified
LS_00396,34.705539,85.122854,Uttarakhand,Dakshina Kannada,2008-11-12,Debris slide,1384.6556515460238,0,Medium,Heavy Rainfall,Field Verified
LS_00397,33.648758,83.652962,Meghalaya,Idukki,1998-11-07,Complex landslide,3954.6506380290175,0,Low,Heavy Rainfall,Satellite Identified
LS_00398,29.464298,75.04956,Kerala,Malappuram,2016-07-10,Topple,9278.280231937153,3,Medium,Human Activity,Field Verified
LS_00399,34.724389,78.13544,Sikkim,Kinnaur,2004-03-12,Earth slide,15123.726591010258,5,Medium,Snowmelt,Satellite Identified
LS_00400,11.374043,74.184979,Assam,Idukki,2021-07-28,Earth flow,4501.606318808089,0,Medium,Snowmelt,Field Verified
LS_00401,18.303737,76.539494,Tamil Nadu,Hassan,2021-11-30,Earth slide,14385.44517946248,2,Low,Snowmelt,Satellite Identified
LS_00402,10.101729,74.384501,Kerala,Lahaul Spiti,2019-09-20,Debris flow,6335.11639460626,0,Medium,Heavy Rainfall,Field Verified
LS_00403,15.346109,75.858135,Karnataka,Kullu,2008-02-02,Rock slide,3454.70472579968,0,Low,Heavy Rainfall,Report Based
LS_00404,10.972798,75.171818,Meghalaya,Wayanad,2012-03-22,Debris flow,1255.6313986525486,0,Medium,Heavy Rainfall,Field Verified
LS_00405,13.573126,72.145849,Arunachal Pradesh,West Garo Hills,2003-06-20,Complex landslide,3278.1987731790286,0,Low,Heavy Rainfall,Satellite Identified
LS_00406,19.953903,76.966275,Jammu & Kashmir,Kullu,2013-06-25,Rock fall,229.7553109084137,0,Low,Heavy Rainfall,Satellite Identified
LS_00407,19.939544,76.754643,Tamil Nadu,Pathanamthitta,2001-07-18,Debris flow,4303.364717227319,0,Medium,Heavy Rainfall,Satellite Identified
LS_00408,12.66152,75.283155,Kerala,Hassan,2007-08-07,Debris flow,1374.8093444425483,0,High,Heavy Rainfall,Satellite Identified
LS_00409,10.871086,72.19465,Himachal Pradesh,Udupi,2004-02-28,Rock slide,183.4175280566355,0,Medium,Heavy Rainfall,Report Based
LS_00410,32.071356,83.168898,Sikkim,Lahaul Spiti,2000-04-11,Rock slide,4338.560505970516,0,Medium,Heavy Rainfall,Satellite Identified
LS_00411,34.25866,93.875587,Assam,Idukki,2002-06-30,Topple,11154.031145986535,0,Medium,Heavy Rainfall,Satellite Identified
LS_00412,29.432761,86.413736,Uttarakhand,Hassan,2004-03-02,Earth flow,1029.8093873716539,0,Medium,Heavy Rainfall,Field Verified
LS_00413,8.897099,76.703923,Meghalaya,East Khasi Hills,2019-05-04,Rock slide,3535.423672578998,0,Medium,Earthquake,Satellite Identified
LS_00414,17.017035,75.855614,Karnataka,East Khasi Hills,2012-05-29,Rock fall,5315.994361736102,0,Medium,Heavy Rainfall,Field Verified
LS_00415,30.976597,74.788993,Sikkim,Tehri Garhwal,2008-06-01,Earth flow,684.06557923332,0,Low,Heavy Rainfall,Satellite Identified
LS_00416,8.710247,76.865391,Uttarakhand,Kozhikode,2005-11-20,Topple,1281.726725915564,0,Low,Heavy Rainfall,Field Verified
LS_00417,33.105414,94.303755,Uttarakhand,Rudraprayag,2010-12-26,Debris flow,1269.905152221055,0,Medium,Earthquake,Satellite Identified
LS_00418,30.120516,80.831198,Karnataka,Pathanamthitta,2013-01-11,Topple,6234.772679962116,0,Low,Heavy Rainfall,Report Based
LS_00419,33.646855,94.682026,Meghalaya,Mandi,2020-08-14,Rock slide,7017.167191600204,0,Low,Heavy Rainfall,Field Verified
LS_00420,31.811479,88.895737,Jammu & Kashmir,Pathanamthitta,2012-10-31,Debris flow,915.5371515647234,0,Low,Snowmelt,Field Verified
LS_00421,29.857283,86.632631,Tamil Nadu,Kullu,1998-08-19,Rock slide,1758.862845523176,0,Medium,Heavy Rainfall,Satellite Identified
LS_00422,31.562234,81.754896,Assam,Chikmagalur,2016-03-10,Earth slide,13509.709168835878,0,Medium,Heavy Rainfall,Satellite Identified
LS_00423,34.446962,88.586504,Himachal Pradesh,Shimla,2015-12-25,Earth flow,6527.832886776416,0,Low,Earthquake,Field Verified
LS_00424,12.489445,73.678052,Kerala,Rudraprayag,2012-07-07,Debris flow,19204.438111263076,0,Medium,Heavy Rainfall,Satellite Identified
LS_00425,20.312179,74.481294,Meghalaya,Mandi,2008-07-25,Earth slide,2394.3558284108544,0,Medium,Heavy Rainfall,Satellite Identified
LS_00426,8.327514,76.194987,Karnataka,East Khasi Hills,1998-07-07,Earth slide,57.418345521317775,0,High,Heavy Rainfall,Field Verified
LS_00427,32.934097,91.159691,Himachal Pradesh,Pathanamthitta,2000-10-14,Debris flow,3953.031815944503,2,Low,Heavy Rainfall,Satellite Identified
LS_00428,34.038483,77.764368,Sikkim,South Garo Hills,2016-03-09,Debris flow,8047.276607020213,0,Low,Heavy Rainfall,Satellite Identified
LS_00429,29.100912,80.505545,Tamil Nadu,Udupi,2011-03-27,Rock slide,1712.772202638604,0,Medium,Earthquake,Field Verified
LS_00430,32.374119,86.006666,Meghalaya,Uttarkashi,2003-12-29,Topple,8943.731370964588,1,Low,Heavy Rainfall,Field Verified
LS_00431,15.135163,73.438164,Sikkim,Kodagu,2016-08-27,Rock slide,1832.0148226473093,0,Medium,Heavy Rainfall,Satellite Identified
LS_00432,30.831692,75.435417,Sikkim,Pathanamthitta,2001-09-03,Earth slide,7656.8282429166675,0,Low,Heavy Rainfall,Satellite Identified
LS_00433,28.3961,81.852342,Uttarakhand,Hassan,2003-01-13,Rock slide,14452.231245840161,0,Medium,Heavy Rainfall,Field Verified
LS_00434,30.928337,89.769736,Tamil Nadu,Chikmagalur,2005-05-19,Topple,534.4356102718182,0,Low,Heavy Rainfall,Report Based
LS_00435,28.472518,84.892721,Arunachal Pradesh,Kodagu,2007-03-20,Debris slide,988.3823033775566,3,Low,Heavy Rainfall,Satellite Identified
LS_00436,17.159208,74.113643,Meghalaya,Uttarkashi,2000-06-30,Complex landslide,2127.248644659102,0,Low,Heavy Rainfall,Satellite Identified
LS_00437,11.490939,73.437308,Sikkim,Pathanamthitta,2000-08-03,Debris flow,5346.56949691592,2,Medium,Heavy Rainfall,Field Verified
LS_00438,34.659963,80.243107,Karnataka,Rudraprayag,2015-10-06,Rock slide,482.9233816040338,0,Medium,Heavy Rainfall,Field Verified
LS_00439,28.105775,94.265323,Assam,Wayanad,2000-01-13,Debris slide,1444.3675475963291,0,Medium,Heavy Rainfall,Satellite Identified
LS_00440,29.897674,86.551034,Meghalaya,Tehri Garhwal,2001-02-04,Debris flow,10053.147087469952,2,Low,Heavy Rainfall,Report Based
LS_00441,17.574958,76.414969,Jammu & Kashmir,East Khasi Hills,2006-01-27,Complex landslide,1132.1988527499602,0,Medium,Heavy Rainfall,Satellite Identified
LS_00442,8.200134,74.91463,Meghalaya,Kozhikode,2015-02-27,Complex landslide,1459.1301618925725,0,High,Heavy Rainfall,Satellite Identified
LS_00443,29.319784,88.12167,Jammu & Kashmir,East Khasi Hills,2022-03-11,Earth slide,18862.81737842832,0,Low,Heavy Rainfall,Field Verified
LS_00444,33.23869,93.205522,Sikkim,Kozhikode,2006-01-03,Earth flow,2845.9912786061886,0,Low,Heavy Rainfall,Field Verified
LS_00445,32.126178,86.879125,Uttarakhand,Kullu,1998-02-26,Topple,5076.251206765839,0,Medium,Heavy Rainfall,Field Verified
LS_00446,19.407111,75.693616,Assam,Lahaul Spiti,2021-11-11,Rock slide,69.20449429463241,0,Low,Heavy Rainfall,Field Verified
LS_00447,8.812842,74.294703,Jammu & Kashmir,Mandi,2013-07-12,Rock slide,6597.544483496353,0,Medium,Heavy Rainfall,Report Based
LS_00448,33.869443,90.906897,Assam,Udupi,1999-06-12,Rock fall,8657.570268273654,1,Low,Heavy Rainfall,Satellite Identified
LS_00449,33.20017,89.496265,Himachal Pradesh,Chamoli,2007-03-31,Rock fall,3684.962705983576,0,Low,Human Activity,Satellite Identified
LS_00450,14.998315,73.344268,Kerala,Tehri Garhwal,2000-03-08,Complex landslide,2297.882267765736,0,Medium,Earthquake,Satellite Identified
LS_00451,16.193214,73.241918,Sikkim,Kinnaur,2008-07-06,Rock fall,6111.716403019921,0,Low,Heavy Rainfall,Report Based
LS_00452,28.448044,91.319608,Karnataka,Lahaul Spiti,2020-08-08,Earth slide,1729.2622407306778,0,Low,Heavy Rainfall,Satellite Identified
LS_00453,8.730289,74.455479,Karnataka,Uttarkashi,2008-08-17,Rock slide,13094.062255622892,0,Medium,Heavy Rainfall,Satellite Identified
LS_00454,11.383076,72.797461,Karnataka,Tehri Garhwal,2011-06-25,Earth flow,874.5213506410947,0,Low,Heavy Rainfall,Satellite Identified
LS_00455,18.583634,75.425672,Meghalaya,Tehri Garhwal,2022-12-08,Earth slide,585.0958690531575,0,Low,Heavy Rainfall,Satellite Identified
LS_00456,14.9622,73.78443,Tamil Nadu,South Garo Hills,2021-07-11,Complex landslide,2183.1472439241606,0,Medium,Heavy Rainfall,Report Based
LS_00457,20.386595,73.633713,Karnataka,Kozhikode,2004-09-10,Earth flow,2188.0690356209325,0,High,Human Activity,Field Verified
LS_00458,13.1055,74.766856,Kerala,Kullu,2008-10-23,Earth flow,3497.1591639203407,0,Medium,Heavy Rainfall,Satellite Identified
LS_00459,19.163936,75.741779,Sikkim,Malappuram,2000-08-02,Complex landslide,2892.049236190386,0,Low,Heavy Rainfall,Field Verified
LS_00460,32.857647,78.821561,Kerala,Mandi,2015-06-04,Rock slide,625.2731117308141,0,Low,Heavy Rainfall,Satellite Identified
LS_00461,14.694134,72.806814,Meghalaya,Wayanad,2001-07-19,Debris slide,436.26250762010454,0,Low,Human Activity,Field Verified
LS_00462,30.479899,76.212255,Karnataka,Kozhikode,2000-04-24,Rock fall,1257.4663233084152,0,Medium,Heavy Rainfall,Field Verified
LS_00463,30.73723,78.918271,Arunachal Pradesh,West Garo Hills,2006-06-10,Rock slide,1239.448147360115,2,Medium,Heavy Rainfall,Satellite Identified
LS_00464,13.576276,74.704525,Tamil Nadu,Kullu,2007-05-16,Rock fall,5960.7120846190255,0,Low,Heavy Rainfall,Satellite Identified
LS_00465,34.093689,87.259797,Himachal Pradesh,Kodagu,2006-07-11,Rock slide,3801.823142536145,0,Medium,Heavy Rainfall,Satellite Identified
LS_00466,28.999894,88.533547,Kerala,Hassan,2015-10-17,Earth slide,1154.9469593972321,0,Medium,Heavy Rainfall,Satellite Identified
LS_00467,13.450532,72.09062,Meghalaya,Hassan,2015-01-28,Earth slide,7869.343172279621,0,Low,Heavy Rainfall,Satellite Identified
LS_00468,16.952211,73.266362,Tamil Nadu,Chikmagalur,2009-09-25,Topple,50.144491822740214,0,Low,Earthquake,Satellite Identified
LS_00469,18.96324,74.425473,Meghalaya,Idukki,2002-06-04,Rock slide,2029.538999184942,0,Low,Heavy Rainfall,Satellite Identified
LS_00470,19.473278,74.331549,Assam,Tehri Garhwal,2012-01-14,Rock slide,393.59144843978925,0,Medium,Human Activity,Field Verified
LS_00471,28.468815,92.42436,Karnataka,Hassan,1998-09-23,Complex landslide,2466.60643722313,0,High,Heavy Rainfall,Satellite Identified
LS_00472,8.96337,73.877345,Kerala,Idukki,2004-11-02,Rock slide,8143.47434561074,0,High,Heavy Rainfall,Satellite Identified
LS_00473,10.861447,73.752603,Meghalaya,Hassan,2009-01-09,Earth slide,2330.3231764687807,0,Low,Heavy Rainfall,Satellite Identified
LS_00474,16.537483,75.543828,Meghalaya,Pathanamthitta,2019-12-02,Earth flow,41.99426856058394,0,Medium,Heavy Rainfall,Field Verified
LS_00475,18.45843,75.864048,Jammu & Kashmir,Hassan,2005-08-05,Topple,3975.0044058111744,0,Medium,Heavy Rainfall,Satellite Identified
LS_00476,33.262229,90.863044,Uttarakhand,Chikmagalur,2022-04-27,Rock fall,3649.1395017543887,0,Medium,Heavy Rainfall,Satellite Identified
LS_00477,29.189167,78.094479,Uttarakhand,Malappuram,2000-03-05,Earth flow,11055.023720907293,0,High,Earthquake,Satellite Identified
LS_00478,32.578929,92.671686,Jammu & Kashmir,Rudraprayag,2001-01-18,Rock slide,4323.317676020178,0,Low,Heavy Rainfall,Satellite Identified
LS_00479,11.522255,73.011271,Uttarakhand,Udupi,2014-09-28,Topple,1883.1260848764964,0,Low,Heavy Rainfall,Report Based
LS_00480,14.591775,72.939602,Uttarakhand,Hassan,1998-09-15,Complex landslide,400.476754442232,0,Low,Earthquake,Satellite Identified
LS_00481,33.57369,79.710867,Sikkim,Mandi,1998-10-02,Debris flow,5894.107541012077,0,High,Heavy Rainfall,Satellite Identified
LS_00482,29.886583,78.009458,Assam,Shimla,2020-07-12,Debris slide,5931.335053787402,0,Low,Heavy Rainfall,Satellite Identified
LS_00483,33.704578,90.33853,Jammu & Kashmir,Lahaul Spiti,2021-07-10,Rock slide,7153.3493706326,0,Low,Heavy Rainfall,Satellite Identified
LS_00484,13.620501,72.155745,Karnataka,Kozhikode,2013-11-25,Debris slide,1502.6644533912372,0,Medium,Heavy Rainfall,Satellite Identified
LS_00485,8.506731,75.334237,Meghalaya,Dakshina Kannada,2016-03-19,Rock slide,1950.621997161652,0,Medium,Heavy Rainfall,Report Based
LS_00486,34.973104,91.333729,Himachal Pradesh,East Khasi Hills,2011-06-16,Rock fall,9317.502459260151,0,Low,Heavy Rainfall,Field Verified
LS_00487,34.992248,80.859424,Assam,Kozhikode,2016-03-07,Topple,6895.28133814556,0,Medium,Snowmelt,Field Verified
LS_00488,28.282456,82.635022,Jammu & Kashmir,Pithoragarh,1998-06-04,Topple,696.7739778697819,0,Low,Earthquake,Satellite Identified
LS_00489,12.066114,75.27171,Arunachal Pradesh,Chamoli,2012-11-10,Rock fall,1319.9460919587746,0,Medium,Heavy Rainfall,Satellite Identified
LS_00490,28.272566,91.579512,Arunachal Pradesh,Kodagu,2007-06-26,Debris flow,4831.6898045698,0,Medium,Human Activity,Satellite Identified
LS_00491,32.066653,94.804262,Karnataka,Hassan,2001-05-03,Rock fall,7067.920140598498,0,Medium,Heavy Rainfall,Field Verified
LS_00492,32.177963,93.491824,Uttarakhand,Kinnaur,2012-02-09,Earth flow,13235.212029327808,0,Low,Heavy Rainfall,Report Based
LS_00493,20.754533,75.247545,Karnataka,Shimla,2001-06-14,Rock slide,8158.777018532883,0,Low,Heavy Rainfall,Satellite Identified
LS_00494,16.772222,75.387658,Tamil Nadu,Kozhikode,2022-04-01,Earth flow,2335.0216057317393,2,Low,Heavy Rainfall,Satellite Identified
LS_00495,32.879951,87.621418,Tamil Nadu,Tehri Garhwal,2020-06-18,Debris slide,1609.906194807168,0,Medium,Heavy Rainfall,Field Verified
LS_00496,17.166809,74.27586,Himachal Pradesh,Idukki,2008-05-31,Complex landslide,5509.497301556075,0,Low,Heavy Rainfall,Satellite Identified
LS_00497,15.926067,75.498198,Karnataka,Pathanamthitta,1999-05-01,Topple,9105.580186750543,0,High,Heavy Rainfall,Satellite Identified
LS_00498,30.81321,77.227512,Sikkim,Kozhikode,2013-12-17,Complex landslide,4250.259296105759,0,High,Heavy Rainfall,Satellite Identified
LS_00499,30.484473,75.091776,Himachal Pradesh,Udupi,2015-01-19,Debris flow,161.29260770302403,0,Low,Heavy Rainfall,Satellite Identified
LS_00500,34.180404,87.839954,Himachal Pradesh,Mandi,2001-04-19,Earth flow,1186.4141540467563,0,Medium,Heavy Rainfall,Satellite Identified
LS_00501,11.724754,76.013202,Assam,Idukki,2004-12-02,Earth slide,29458.819920511763,0,Medium,Heavy Rainfall,Report Based
LS_00502,31.255067,91.795147,Uttarakhand,Kullu,2002-02-08,Topple,322.12767012842176,0,Low,Snowmelt,Satellite Identified
LS_00503,19.083116,76.689826,Himachal Pradesh,Uttarkashi,2010-02-06,Debris slide,444.72159843660444,0,Low,Heavy Rainfall,Field Verified
LS_00504,31.28375,79.639806,Meghalaya,Hassan,2017-05-02,Complex landslide,532.2394599515666,0,Low,Snowmelt,Satellite Identified
LS_00505,34.77433,83.23455,Himachal Pradesh,Wayanad,1999-03-07,Debris slide,1631.2031639109377,0,Low,Heavy Rainfall,Field Verified
LS_00506,9.685827,73.282315,Uttarakhand,Kullu,2015-04-13,Complex landslide,2195.0040958558247,0,Low,Heavy Rainfall,Satellite Identified
LS_00507,9.909985,73.713226,Sikkim,Lahaul Spiti,2001-10-19,Earth flow,9999.785910183711,0,Low,Heavy Rainfall,Satellite Identified
LS_00508,15.324309,76.019024,Jammu & Kashmir,Mandi,2005-08-09,Debris flow,737.5633156735948,0,Low,Heavy Rainfall,Satellite Identified
LS_00509,11.557325,74.439172,Jammu & Kashmir,Pithoragarh,2020-02-14,Earth flow,429.2729095505401,0,Low,Earthquake,Field Verified
LS_00510,13.441895,74.292157,Assam,Kullu,2010-05-19,Topple,6455.031385964184,0,Medium,Earthquake,Satellite Identified
LS_00511,30.197128,85.298477,Karnataka,Lahaul Spiti,2014-03-14,Topple,9166.285911198182,3,Medium,Heavy Rainfall,Field Verified
LS_00512,31.425748,89.57447,Himachal Pradesh,Uttarkashi,2018-07-16,Debris flow,3391.9733866756933,0,Medium,Heavy Rainfall,Satellite Identified
LS_00513,30.847634,80.892895,Tamil Nadu,Udupi,2015-10-02,Complex landslide,3025.5891287585646,0,Low,Heavy Rainfall,Report Based
LS_00514,10.281391,74.838637,Tamil Nadu,Malappuram,2017-09-30,Earth flow,4329.348380491145,0,Medium,Heavy Rainfall,Satellite Identified
LS_00515,12.838252,75.308336,Arunachal Pradesh,South Garo Hills,2012-05-20,Rock slide,761.2331381052286,0,Low,Heavy Rainfall,Field Verified
LS_00516,10.376891,76.128555,Jammu & Kashmir,Kozhikode,2012-02-04,Earth slide,1682.3141569534437,1,High,Heavy Rainfall,Field Verified
LS_00517,12.869127,75.988661,Arunachal Pradesh,Lahaul Spiti,2020-01-10,Earth slide,2289.511561743342,0,Low,Earthquake,Satellite Identified
LS_00518,10.276601,75.363823,Assam,Wayanad,2010-07-29,Debris slide,1245.540299742289,0,Medium,Heavy Rainfall,Field Verified
LS_00519,28.004574,92.28405,Jammu & Kashmir,West Garo Hills,2022-06-23,Rock fall,7865.404874322917,0,Medium,Heavy Rainfall,Satellite Identified
LS_00520,12.565852,72.468883,Meghalaya,Kullu,2007-05-28,Debris slide,3328.9295402065054,1,Low,Heavy Rainfall,Field Verified
LS_00521,11.095906,76.542173,Jammu & Kashmir,East Khasi Hills,2020-05-25,Debris flow,3156.207996288356,0,Medium,Heavy Rainfall,Satellite Identified
LS_00522,31.009896,86.535125,Jammu & Kashmir,South Garo Hills,2009-05-02,Complex landslide,38617.6476103123,0,Low,Earthquake,Field Verified
LS_00523,8.396028,73.022242,Meghalaya,Udupi,2001-04-26,Topple,2080.6960416615416,0,Medium,Human Activity,Satellite Identified
LS_00524,14.516583,72.251215,Sikkim,South Garo Hills,2021-12-21,Complex landslide,177.6776328235749,0,Low,Earthquake,Field Verified
LS_00525,28.174802,83.429814,Sikkim,Udupi,2014-02-16,Debris slide,1355.6232430193663,0,Medium,Heavy Rainfall,Satellite Identified
LS_00526,29.967348,77.643417,Tamil Nadu,Shimla,2009-02-19,Rock fall,2388.175558723339,0,Low,Earthquake,Field Verified
LS_00527,18.046028,73.184667,Assam,Chamoli,2012-11-15,Rock fall,5656.604087255281,0,High,Heavy Rainfall,Field Verified
LS_00528,28.134088,91.36403,Kerala,Chikmagalur,2009-08-10,Rock slide,3719.4203873678034,0,Low,Heavy Rainfall,Field Verified
LS_00529,20.4994,75.33934,Assam,Pathanamthitta,2014-10-13,Earth flow,13530.641827008183,0,Medium,Heavy Rainfall,Satellite Identified
LS_00530,19.02542,76.735807,Meghalaya,Chamoli,1999-02-07,Debris flow,10807.82048718696,0,Low,Heavy Rainfall,Report Based
LS_00531,8.133698,75.58025,Himachal Pradesh,Uttarkashi,2001-11-07,Earth slide,6125.065749837182,0,High,Heavy Rainfall,Satellite Identified
LS_00532,9.026212,74.213991,Meghalaya,Kinnaur,2013-05-22,Topple,1512.615124595582,0,Medium,Human Activity,Field Verified
LS_00533,12.842616,76.643153,Himachal Pradesh,Pathanamthitta,2019-05-12,Topple,319.00575565085666,0,Low,Heavy Rainfall,Field Verified
LS_00534,20.584993,74.233573,Karnataka,Tehri Garhwal,2001-01-05,Debris slide,3480.938595079946,0,Low,Heavy Rainfall,Satellite Identified
LS_00535,33.277077,86.135713,Himachal Pradesh,West Garo Hills,2013-05-22,Earth flow,11735.808918792034,0,Medium,Heavy Rainfall,Field Verified
LS_00536,29.487131,87.933995,Jammu & Kashmir,Hassan,2021-02-23,Earth flow,2648.3222338555297,0,Medium,Human Activity,Report Based
LS_00537,12.080415,75.455279,Meghalaya,Lahaul Spiti,2017-02-15,Complex landslide,1584.752429051964,0,Low,Heavy Rainfall,Satellite Identified
LS_00538,33.816644,76.517713,Assam,Kozhikode,2006-05-12,Rock fall,6638.7283549360445,0,Low,Heavy Rainfall,Field Verified
LS_00539,32.172574,83.110722,Arunachal Pradesh,Malappuram,2018-03-02,Complex landslide,898.0593310915677,0,Low,Human Activity,Satellite Identified
LS_00540,33.131001,87.831888,Kerala,Mandi,2007-08-21,Debris slide,13408.617619868695,0,Low,Heavy Rainfall,Satellite Identified
LS_00541,30.796631,80.862689,Jammu & Kashmir,Wayanad,2022-01-31,Earth slide,54.34974021507358,0,Medium,Heavy Rainfall,Satellite Identified
LS_00542,31.247872,76.492891,Himachal Pradesh,Mandi,2018-07-11,Topple,19704.22886118751,0,Low,Heavy Rainfall,Satellite Identified
LS_00543,8.421765,75.293588,Arunachal Pradesh,Kozhikode,2015-06-08,Debris slide,3799.5542209415817,0,Low,Heavy Rainfall,Field Verified
LS_00544,20.198104,76.093701,Meghalaya,Udupi,2013-10-15,Earth flow,20542.381689356003,0,High,Heavy Rainfall,Satellite Identified
LS_00545,8.654544,72.263826,Jammu & Kashmir,Idukki,2001-10-20,Debris slide,5888.46020978852,0,Low,Heavy Rainfall,Field Verified
LS_00546,32.043422,81.543384,Himachal Pradesh,Shimla,2011-09-13,Earth slide,8673.651739398309,0,Low,Heavy Rainfall,Satellite Identified
LS_00547,33.640002,80.891769,Assam,Malappuram,2020-11-30,Earth flow,1172.6618780401755,0,Low,Heavy Rainfall,Satellite Identified
LS_00548,10.876103,73.904956,Jammu & Kashmir,Kodagu,2016-12-23,Earth flow,8261.876831831261,0,Low,Heavy Rainfall,Satellite Identified
LS_00549,34.527884,76.491519,Karnataka,Uttarkashi,2019-12-19,Earth flow,13571.555523709792,0,Low,Heavy Rainfall,Satellite Identified
LS_00550,13.300725,72.806094,Arunachal Pradesh,Tehri Garhwal,2018-03-26,Earth slide,5341.52519457652,3,Low,Heavy Rainfall,Field Verified
LS_00551,30.923669,76.443528,Jammu & Kashmir,Kinnaur,2019-09-27,Complex landslide,4744.015841541464,1,Medium,Heavy Rainfall,Satellite Identified
LS_00552,15.158624,74.016039,Meghalaya,Malappuram,2016-05-09,Topple,8968.126358031534,0,Medium,Heavy Rainfall,Field Verified
LS_00553,9.376366,73.774488,Himachal Pradesh,Dakshina Kannada,2005-07-03,Rock fall,2665.121993928499,0,Medium,Heavy Rainfall,Satellite Identified
LS_00554,29.272452,77.293067,Uttarakhand,Mandi,2011-02-07,Rock slide,8781.05870859818,0,Low,Heavy Rainfall,Satellite Identified
LS_00555,15.241527,73.156903,Meghalaya,Dakshina Kannada,2005-07-18,Topple,3490.0678830690413,0,High,Heavy Rainfall,Satellite Identified
LS_00556,34.540129,93.244831,Karnataka,Hassan,2003-02-15,Earth slide,5044.968972670079,0,Low,Earthquake,Satellite Identified
LS_00557,32.742066,82.997616,Sikkim,Kinnaur,2017-10-19,Complex landslide,6574.455979103181,0,Low,Earthquake,Satellite Identified
LS_00558,33.912661,83.057336,Karnataka,Tehri Garhwal,2009-02-07,Topple,2382.4469651369423,1,Low,Earthquake,Satellite Identified
LS_00559,14.683241,73.542341,Himachal Pradesh,Pathanamthitta,2013-08-21,Debris slide,4255.350505635326,0,Low,Heavy Rainfall,Field Verified
LS_00560,34.848484,94.280691,Arunachal Pradesh,South Garo Hills,2007-06-01,Earth slide,2513.917719693449,0,Low,Heavy Rainfall,Satellite Identified
LS_00561,20.307831,74.001061,Arunachal Pradesh,Uttarkashi,2005-06-12,Rock slide,7646.160312407585,0,High,Heavy Rainfall,Satellite Identified
LS_00562,32.616542,88.448957,Arunachal Pradesh,Wayanad,2000-08-30,Debris flow,641.369494850031,1,Low,Heavy Rainfall,Field Verified
LS_00563,30.150515,85.475629,Karnataka,Kullu,2012-07-08,Debris flow,2699.4995596964586,0,Low,Heavy Rainfall,Satellite Identified
LS_00564,34.285753,75.766681,Assam,Tehri Garhwal,2004-01-31,Debris flow,2496.988423583337,0,Low,Heavy Rainfall,Satellite Identified
LS_00565,29.141134,78.910069,Kerala,Uttarkashi,2003-12-15,Earth slide,119.96652324404326,0,High,Heavy Rainfall,Field Verified
LS_00566,34.078867,93.45574,Meghalaya,Uttarkashi,2015-08-14,Debris flow,2720.4246914178966,0,Low,Heavy Rainfall,Satellite Identified
LS_00567,8.372482,74.916262,Meghalaya,Pithoragarh,2014-10-30,Debris slide,56.834478312091164,0,Low,Heavy Rainfall,Satellite Identified
